,TEXT,Label
15621,"Lawrence smart for nutting fast during the threesome. You don't have to do all that work and you can still tell your boys you had one
",7
15622,"Good morning #Instagram world from sunny ️ #Sarasota #Florida. Starting my day out with a…
",12
15623,"Wishing my gorgeous mom and best friend had the best birthday she could have wished for I…
",9
15624,"@user @user @user that's an understatement, I think I asked Scott 20x if I was gonna go blind
",3
15625,"Make them pay attention #MGBMW #785records #squadyfest : @user @ The Paper Box
",1
15626,"i wanna go back to santa cruz @ Santa Cruz, California
",14
15627,"Always!!! #DrNeverGiveUp #GreaterThanTheGame #MatchMadeInHeaven tune in tonight 10pm est…
",19
15628,"""y'all remember that time FSU thought they had a shot at omaha?"" @ Alfred A. McKethan Stadium
",16
15629,"Cliché intoxicated Caturday on Bourbon St picture. #gocayuts @ Bourbon Street
",14
15630,"Up early this morning for a super active day. Happy Sunday-funday y'all! #kiss #weekend #run…
",9
15631,"With the hubby last night #datenight #waterfront #latergram @ Battello - Newport Waterfront
",15
15632,"Why thank you peeps!! #baileyandblake #bones at the #beach #yesplease #ribeye ️ #floppyears…
",9
15633,"@user open practice first loves are forever #nyr #nyrangers @ Lasker Rink
",2
15634,"These people. #antfest @user @ Ars Nova
",1
15635,"#sagey #stefanogirls @ Discovery Depot
",15
15636,"Hot off the Press The Ultimate Guide to Buying &amp; Selling has been Published! Everything you…
",7
15637,"This guy touching up his make up. @user @user #deadcorps @ The Lipstick Lounge
",3
15638,"It was a great day of smelling &amp; fine tuning! Starving now! #Perfumelife #SynesthesiaArt…
",17
15639,"Snapchat saw it first but it's too pretty not to share @ The University of Toledo
",2
15640,"It's Friday, Wake up &amp; Be your Own Super Hero! Let's kick some arse... ....Chair:…
",13
15641,"Beautiful morning hike with mom ️ @ Old Mission Dam
",9
15642,"Shout out to ohhmydaniel for making me look Khloe K fabulous again #blondeshavemorefun…
",8
15643,"JUST IN! Your next judge for nbcthevoice me! [JD the Christian illusionist] lol jk it was…
",10
15644,"Beautiful double hibiscus for my lovely lady #flowerpower #clearwaterbeach #lovely @user
",9
15645,"It was an honor dancing @user this weekend in Connecticut Thanks so much @user for…
",13
15646,"You lookin for me you can find me with my roomie @ Central Michigan University
",4
15647,"West/Side With Love ️ @ Los Angeles, California
",9
15648,"merry christmas from a very cold, but happy savanna @ Champaign, Illinois
",5
15649,"My favorite outfit these days @ Radford University
",17
15650,"City Views of San Francisco #帶爸媽去旅行 #travelwithparents…
",11
15651,"@ Golden Gate Bridge
",15
15652,"Last curriculum night at KR, Nick is a senior! (@ Kentridge High School in Kent, WA)
",2
15653,"Washington State girls, getting ready to board and fly back to SEA! ️ #nationaltraining…
",9
15654,"#mymanagerisbetterthanyours because she know me and gives me #lego @ OpenTable HQ
",2
15655,"Our oldest, Chef fgarza1352’s work featured today! Looks so yummm, and we’re so proud of…
",2
15656,"Beautiful Colorado you've stolen my heart, if it wasn't California, it would be you @ Black…
",2
15657,"Give me all the ribs. @user #slanteddoor #sffoodie #foodie #sfeats #ribs #bbq @user
",2
15658,"Clara: I'm a little nervous. Daddy: I know. I love you. You know who else loves you? God. …
",15
15659,"Nashville staple. Sweet Potato pancakes. *if only they had raw sugar. @ Pancake Pantry
",3
15660,"This blue-eyed beauty is glowing! And it's not just the makeup So glad I was able to doll up…
",4
15661,"Lol did I make her stop dancing? Sorry love ️ #drezzo #hardsummer #hardsummer2017 #selfie…
",9
15662,"When I come home from work and see this on my girls bed! She really is home ️ ️…
",9
15663,"PS1 vibes thanks to @user #ps1 #moma #warmup hathaynes @user @ MoMA PS1
",1
15664,"Luke Bryan killed it last night @ Luke Bryan Kill the Lights Tour 2016
",2
15665,"️ Saturday Nights. It’s always our date night ! We enjoy jus…
",9
15666,"U can't bring me down while im high #dontletmedown #morron @ Nowhere Island
",7
15667,"Epcot @ Epcot - Walt Disney World
",13
15668,"ab shot yesssss #workingonmyfitness #newyork #brooklyn #represent #eastcoast #westcoast…
",1
15669,"See you tonight at @user I'll be in the mix until 4:00 AM!! @ Shadeh Nightclub
",16
15670,"️__My happy place__ #Naples #lifeisabeach #vacation @user @user
",12
15671,"I love the city but it's definitely nice being back home #newyork #falltime #citylife #nyfw…
",12
15672,"This guy gets me ️ #ikea #shutupandtakemymoney #truelove @ IKEA
",9
15673,"3rd time meeting All Time Low! This concert is going to be amazing @ The DeltaPlex Arena
",17
15674,"LOOK HOW PRETTY MY NEW CYMBALS ARE #Repost @user (get_repost)・・・Christmas came a…
",2
15675,"Pre-Thanksgiving meal #mangu #quesofrito #nomnom #grateful #heaven @ Downtown Los Angeles
",9
15676,"#stole this #gem from my #love #biscuit. Heart you babe! #thanks for coming out last night #hot…
",8
15677,"Had a ball! Such a beautiful shower welcoming baby Amanda!! And wow Surprise Mazerati SUV for…
",2
15678,"️ Nashville, TN (PT 1.) • 10.10–10.15.17 • A week FULL of #Memories #Magic #Music…
",9
15679,"(@ Abercrombie &amp; Fitch in Houston, TX)
",10
15680,"regram truckdaily@attain_media #truckdailyWhat do you guys think about this thing?! @ The SEMA…
",2
15681,"#Miami #LittleHavana @ Little Havana Art District
",11
15682,"PARTY TIME TONIGHT!!!!!!! BIG END OF THE MONTH PARTY!!!!!@realjerktoronto IT'S THE ONLY PARTY…
",13
15683,"#Family ️ @ Pearl River, New York
",9
15684,"Happy 5-year Anniversary to the best boyfriend around ️ we don’t ever take new pictures though,…
",9
15685,"So dreeeeamy. #sunset #bringitdownnow #flowers #outside #hotaf #thatlighttho #purple #orange…
",7
15686,"DeliciousGarifuna Sea Food #machuca #seafood #plate @user
",2
15687,"Took me until lunch to share this morning's sunrise. Exquisite @ The Gadget Girl, LLC
",2
15688,"Why only have perfect portraits when this is real life?#caritawestbrookphitography…
",0
15689,"Coming Soon. S/O to @user for them angles #dallas #cosign #musicvideo #youtube…
",19
15690,"Happy Birthday Amb Thank you for always being a shoulder to lean on…
",9
15691,"Pretending to like each other @ Club Roma
",5
15692,"Thanks for all the birthday love today! Love you all. @ Cajun Queen
",8
15693,"The traffic in Toronto is ridiculous #roadtrip #endofsummer #toronto #casaloma…
",16
15694,"We have great night n movie in week9 @ House, Steve
",19
15695,"Studying tonight (@ The Library Gentlemens Club in Westminster, CA)
",4
15696,"A little #calamari and a birthday cake #martini for this #BirthdayGirl !! @ 2Johns Steak and…
",4
15697,"3A @ 30A-- Seagrove Beach
",12
15698,"Travel supplies for Vegas! (at @user in New York, NY)
",0
15699,"It's looking a lot like winter at the top. lookatook #winteriscoming #jhdreaming #jacksonhole…
",6
15700,"my favorite winter activity with some of my favorite people @ Kent…
",17
15701,"BIG BIDNESS | : @user @ Huncho
",6
15702,"Thankful for my baby boy @ Mullica Hill, New Jersey
",9
15703,"Assembly + Field Trip + Friday fall weather = #5thgrade #WLRiverhawks #497pd
",16
15704,"seriousto with my sista-to-be in SD! @user #popabottleshesgoingcaudle #sandiego…
",9
15705,"OMG! Had a blast with my bestie last night!!! We need more times like that _idgaf94 #sexy…
",17
15706,"The Talented&amp;Beautiful Marissa Enjoyed Your Performance @ Aisle 5
",15
15707,"Everything about you is beautiful but the way you lag
",3
15708,"Sets from hell are a little easier when you're swimming in heaven @user
",2
15709,"We are back in the city and back at it! #500Walnut #condo #condolife #milliondollarlisting…
",14
15710,"#musicaycomdia @ Paris Stop N Go
",3
15711,"Carp mama love ️ @ Clothesline Boutique &amp; Gallery
",9
15712,"Super happy this arrived today! I may just brew some right meow greatfuckingcoffee @ Charlotte,…
",0
15713,"#pnwonderland @ Mount Hood
",17
15714,"Last night... //#NYC #newyork #life #nighttime #lastnite #love #kiss #you #me #luxury…
",8
15715,"We ate, we drank (a lot), we danced and we were marry Congrats…
",14
15716,"#latergram Max Mara &amp; Amy Adams Spring 16 "" A"" Bag launch #amyadams #maxmara cc @user #bfa …
",6
15717,"Had a wonderful day yesterday with abbykoncsol finally got our new 100 thieves wind breakers! …
",10
15718,"Things are better in America, heard the streets are gold there #NewYork @ New York, New York
",11
15719,"This was one of my best trip ever ️ So lucky to have job like…
",9
15720,"Start 2018 off right with me!!! Monday 2pm-4pm dremack214 #nyeweekendblockpartymix #k104…
",1
15721,"Sup, ladies? #MyBaby be chillin’. ️...#Dog #chihuahua #iLoveMyDog #california…
",9
15722,"Rare sighting @user @ Ray's Candy Store
",13
15723,"we took this pic before we demolished all the food ;) ️ #happythanksgiving @ Granby, Missouri
",9
15724,"11/7/15 • On the bright side... at least it stopped raining! @ Vaught–Hemingway Stadium
",17
15725,"AFTER 2 LONG WEEKS I CAN PROUDLY SAY I GOT MY BIG Shama Llama you're…
",2
15726,"Merry Christmas from UWA Volleyball @ The University of West Alabama
",9
15727,"Flicker lil' flame @ The Esquire Tavern
",7
15728,"Someone got an early birthday present... @ Flesh Hound Tattoo Studio
",10
15729,"Studio break. maxluger @ Los Angeles, California
",1
15730,"***Celebrating the BirthDay of @user FOR TIX LINK IS IN…
",19
15731,"It's always a good time @user #Stickypromo #Halloween2015 @user
",8
15732,"@user you got the wrong professor. I can't with you. Is he hard?
",3
15733,"Lady Cougs Alumni Game! @ Highland Community College
",14
15734,"a cute dressing room selfie @ Cherry Hill Mall
",13
15735,"Feeling groovy before the @user show last week. : serenesupreme @ Modist Brewing…
",1
15736,"The second picture describes our friendship @ Palisades Park
",19
15737,"#HangoverRemedy poppaboxdc #FoodPorn #NomNom ... highly recommended @ PoppaBox
",19
15738,"Loooooook at daaatttt faaaCccceeee #basenji #seniordog #handsomeboy @ Hamilton, Ontario
",2
15739,"Chicago, I you @ Nature Boardwalk at Lincoln Park Zoo
",9
15740,"Thanks for refusing to dance with me ️ and a HUGE congratulations…
",9
15741,"Be heading home soon... #chappy #burbank #marriott #marriottburbankairport @ Los Angeles…
",16
15742,"my new work #editorialphotographer #editorial #magazine #fashion #dog #fashionmagazine…
",1
15743,"Like fareal... @ Las Vegas, Nevada
",3
15744,"This happened again DON'T STOP BELIEVING #spursnation #Spurs #spursfamily #GoSpursGo…
",9
15745,"Beard gang! #NorrisFamilyReunion2016 @ EP ""Tom"" Sawyer State Park
",14
15746,"It'll be hard to say goodbye to this lil' that got me through the holidays while alone @ home.…
",5
15747,"Bestfriends can be a hand-full. I love her though
",2
15748,"September @ Black Tap Coffee
",9
15749,"I’m so FREAKEN HAPPY right now!! Got myself a double double!#TimHortons #NewYork @ Tim Hortons
",2
15750,"merry christmas from your favorite home depot sigma kappas. @user
",9
15751,"With my favorite duck, Donald @ Disney's Animal Kingdom
",9
15752,"Even the roads are gorgeous at #ZionNationalPark! : debahuti_panigrahy @ Zion National Park
",1
15753,"Life is pretty goood @ Weeki Wachee Springs
",12
15754,"He just made these kids' night. This is part of what makes indie wrestling so great. @ Apw…
",9
15755,"pretending to derby on a double show day. #wickedtour #munchkinland #Sasanova #derbyday :…
",6
15756,"Sunday Squad #myboys #familyfirst #summer2017 @ Porter Ranch, California
",14
15757,"#ShiningStars @ New York, New York
",13
15758,"I never buy photos at theme parks, but this one was so perfect I had to have it! ️ ️ ️ #Fiance…
",9
15759,"Someone is mixing cocaine to #cristiancasablanca #droga #aburrio @ Northern Essex…
",3
15760,"New #OUTNOW#DontWalkAway @ Beatport
",7
15761,"Happiness. #andyandnuggetvstheworld #thegoldennuggetretriever @ Lake Tahoe
",15
15762,"Its desert time #desertlife #chocolatesundae #universalcitywalk #orlandoflorida @ Universal…
",2
15763,"sky on tho @ Broad Run Park
",7
15764,"️tutu's @ Celtic Sisters Candles &amp; Candies
",9
15765,"If I did anything right in life, it was when I gave you my heart…
",9
15766,"My bathbombs are so vibrant and cheery @ Soaps by sonja
",2
15767,"Look who's back in stock!! Fredd &amp; Basha favorites and some newbies too. These three lovely…
",2
15768,"I'm thinking we should do more shoots with these babes trailernear &amp; @user 1970s…
",13
15769,"Ran into my blood !! cute_with_class @ Gusto Lounge
",15
15770,"All in the details no.msg.added just got his neckpads, medium pillows and seatbelt covers, All…
",7
15771,"This is why! ️ ️ ️ @ The Webb Schools
",9
15772,"Team GB, Seniors Tennis 50-60yrs. #miamibeach seniorstennisgb #goingforgold #itftennis #2017 ️ @user
",9
15773,"Almost Showtime Again •• All I Want Is My Name (somebody told me I look like the black version…
",13
15774,"I came in like a #wreckingball @ Billy Beez, Valencia Town Center
",3
15775,"Take me back to Vegas with these lovely ladies! ( : charlottepriaulx) #throwback #blackandwhite…
",6
15776,"Can't believe this guy is almost 14 months. He gets more and more cute every day love his…
",2
15777,"This lil darlings hair!!! She is 8 #beautifulhair #beautiful #beauty #upstyle #updo…
",2
15778,"So excited to cook for my love and roommates next year! Got so many yummy recipes
",2
15779,"Blue Crush Metallic 6-cyl Camry XSE come check this beauty out at Harr Toyota!
",7
15780,"Never gets old @ Disney California Adventure
",2
15781,"Louisville @user @user #joanneworldtour @ KFC Yum! Center
",7
15782,"So proud of her for taking this adventure ️ ️ ️ @ Drowsy Water Dude Ranch
",9
15783,"A sky on fire @ NEW YORK PRESBYTERIAN HOSPITAL
",7
15784,"When you miss the bus because the sky is on @ Flatiron District
",7
15785,"New York (at @user —
",2
15786,"#christmas #yardart in #fredricksburgtx Wish there was room in the truck! @ Choo Choo Trolley…
",0
15787,"Epcot fun!! #ChristysHere #Epcot #ParkDay. #SunnyFL @ Epcot - Walt Disney World
",12
15788,"facesofbeauty1 boomie_boomboom no relaxer!! Dry waves ️ ️ #OluchiZelda #HairByZelda…
",9
15789,"Birthday Brews with my best friends in the world love you guys &amp; Gracie is a trooper @ Sand…
",8
